0010,0,hole,0001,2,knob,94.24728473344172
0010,0,hole,0001,3,knob,27.557728347669535
0010,0,hole,0017,0,knob,120.21266094145004
0010,0,hole,0017,1,knob,86.93638335708603
0010,1,knob,0017,2,hole,24.843799825078904
0010,3,knob,0017,2,hole,10.2465001028218
0010,0,hole,0036,1,knob,30.646286178576318
0010,0,hole,0036,3,knob,52.928400913410094
0010,1,knob,0036,0,hole,60.10526468381044
0010,3,knob,0036,0,hole,33.52200466324238
0010,0,hole,0025,0,knob,23.11511484336853
0010,1,knob,0025,1,hole,25.400564203589138
0010,1,knob,0025,3,hole,6.557719676848201
0010,3,knob,0025,1,hole,9.83751713693142
0010,3,knob,0025,3,hole,24.122624274714582
0010,0,hole,0029,1,knob,40.43571931707399
0010,0,hole,0029,3,knob,50.54009549126164
0010,1,knob,0029,0,hole,48.329832718598766
0010,3,knob,0029,0,hole,27.091977571393702
0010,0,hole,0028,0,knob,23.61031509935856
0010,1,knob,0028,1,hole,7.33261448542277
0010,1,knob,0028,3,hole,6.746959950994043
0010,3,knob,0028,1,hole,27.104034780372274
0010,3,knob,0028,3,hole,27.84557394641841
0010,0,hole,0003,1,knob,24.08261918798368
0010,1,knob,0003,0,hole,41.29511434090166
0010,1,knob,0003,3,hole,38.976287453846595
0010,3,knob,0003,0,hole,30.18591566540409
0010,3,knob,0003,3,hole,38.46318446133502
0010,0,hole,0007,0,knob,14.441987185925246
0010,0,hole,0007,1,knob,24.32999071696448
0010,1,knob,0007,3,hole,26.005662527951326
0010,3,knob,0007,3,hole,10.862930687722013
0010,0,hole,0002,0,knob,21.303932785339978
0010,0,hole,0002,1,knob,26.694133522845945
0010,1,knob,0002,3,hole,38.320891815346556
0010,3,knob,0002,3,hole,27.426713756461073
0010,0,hole,0015,1,knob,66.59773280347012
0010,0,hole,0015,3,knob,110.17751259895766
0010,1,knob,0015,2,hole,38.60900795266226
0010,3,knob,0015,2,hole,23.01899181327958
0010,0,hole,0030,1,knob,43.30224119378834
0010,1,knob,0030,0,hole,49.00881809932361
0010,1,knob,0030,3,hole,9.510112035606255
0010,3,knob,0030,0,hole,29.399968242731646
0010,3,knob,0030,3,hole,33.5226742059706
0010,0,hole,0035,0,knob,12.464411523713256
0010,1,knob,0035,1,hole,8.856280596359916
0010,1,knob,0035,3,hole,16.873337803868118
0010,3,knob,0035,1,hole,23.526655172339137
0010,3,knob,0035,3,hole,13.805560537843736
0010,0,hole,0013,1,knob,43.806134408924
0010,0,hole,0013,3,knob,128.06494387711592
0010,1,knob,0013,2,hole,41.21588155451872
0010,3,knob,0013,2,hole,20.940323721576966
0010,0,hole,0033,0,knob,14.160709983825683
0010,0,hole,0033,1,knob,114.71254998886317
0010,1,knob,0033,3,hole,5.921788010860514
0010,3,knob,0033,3,hole,25.506228390281187
0010,0,hole,0020,2,knob,46.464546564941095
0010,0,hole,0020,3,knob,91.81977589852535
0010,1,knob,0020,0,hole,29.82765398940144
0010,3,knob,0020,0,hole,5.163475775161484
0010,0,hole,0027,1,knob,34.790270720261795
0010,0,hole,0027,3,knob,51.74032835804048
0010,1,knob,0027,0,hole,35.575481544539045
0010,3,knob,0027,0,hole,25.123703947928533
0010,0,hole,0006,1,knob,26.91478158152381
0010,0,hole,0006,3,knob,97.36031014795797
0010,1,knob,0006,0,hole,46.76383348622105
0010,3,knob,0006,0,hole,27.8772511093555
0010,0,hole,0039,0,knob,25.778220386468163
0010,0,hole,0039,3,knob,42.60704071517517
0010,1,knob,0039,1,hole,38.03675734931482
0010,3,knob,0039,1,hole,16.50315477169942
0010,0,hole,0018,0,knob,113.57904071480036
0010,0,hole,0018,2,knob,94.89520272397503
0010,1,knob,0018,1,hole,32.028821728549076
0010,3,knob,0018,1,hole,13.815608861505229
0010,0,hole,0034,1,knob,103.26174324106786
0010,1,knob,0034,0,hole,44.321651574272614
0010,1,knob,0034,3,hole,15.561966673020393
0010,3,knob,0034,0,hole,24.030386534290038
0010,3,knob,0034,3,hole,10.469917500019074
0010,0,hole,0023,3,knob,50.93523393896863
0010,1,knob,0023,0,hole,70.42927610155728
0010,1,knob,0023,1,hole,30.085225548335146
0010,3,knob,0023,0,hole,48.63551555100518
0010,3,knob,0023,1,hole,11.692674801463173
0010,1,knob,0016,0,hole,27.103455716641257
0010,1,knob,0016,2,hole,12.077100812821161
0010,1,knob,0016,3,hole,63.139855694394655
0010,3,knob,0016,0,hole,6.616891328257536
0010,3,knob,0016,2,hole,13.250364311370586
0010,3,knob,0016,3,hole,41.80358489724281
0010,0,hole,0026,0,knob,22.930354401634798
0010,0,hole,0026,3,knob,115.23575958072738
0010,1,knob,0026,1,hole,23.1993756751929
0010,3,knob,0026,1,hole,12.03506278862124
0010,0,hole,0012,2,knob,56.898700296535274
0010,1,knob,0012,0,hole,6.512035913015964
0010,1,knob,0012,3,hole,42.36366619770725
0010,3,knob,0012,0,hole,28.405214435955475
0010,3,knob,0012,3,hole,38.64187756429116
0010,0,hole,0009,3,knob,44.98469219498242
0010,1,knob,0009,0,hole,34.90338676537738
0010,1,knob,0009,1,hole,28.751390268856827
0010,3,knob,0009,0,hole,25.622481048882698
0010,3,knob,0009,1,hole,2.0142182572079554
0010,0,hole,0037,1,knob,83.68207936691026
0010,1,knob,0037,0,hole,38.644618101490586
0010,1,knob,0037,3,hole,18.408213183531757
0010,3,knob,0037,0,hole,21.61153460383091
0010,3,knob,0037,3,hole,12.160859678284858
0010,0,hole,0038,0,knob,16.831572885214076
0010,1,knob,0038,1,hole,34.955719882985214
0010,1,knob,0038,3,hole,23.226822050711647
0010,3,knob,0038,1,hole,4.616745963961639
0010,3,knob,0038,3,hole,8.834959363266062
0010,0,hole,0004,0,knob,101.29411664449546
0010,0,hole,0004,1,knob,27.788553105246635
0010,1,knob,0004,3,hole,31.364295490787594
0010,3,knob,0004,3,hole,27.081363749406908
0010,0,hole,0032,1,knob,33.18760431755656
0010,0,hole,0032,3,knob,57.11645183997052
0010,1,knob,0032,0,hole,36.51851174353876
0010,3,knob,0032,0,hole,28.553109280522104
0010,0,hole,0024,1,knob,22.323560670409048
0010,0,hole,0024,3,knob,51.96059641116102
0010,1,knob,0024,0,hole,34.58482336425737
0010,3,knob,0024,0,hole,25.63646290594361
0010,0,hole,0019,1,knob,29.75002299400512
0010,1,knob,0019,0,hole,24.74073210987489
0010,1,knob,0019,2,hole,27.947867400000817
0010,3,knob,0019,0,hole,7.554215552654806
0010,3,knob,0019,2,hole,10.06980313630977
0010,0,hole,0011,0,knob,13.126050047312223
0010,1,knob,0011,1,hole,24.261842821541677
0010,1,knob,0011,3,hole,1.7323630707080548
0010,3,knob,0011,1,hole,46.80727278218319
0010,3,knob,0011,3,hole,28.327258682250978
0010,0,hole,0040,0,knob,21.750015131313436
0010,0,hole,0040,3,knob,102.03350176719519
0010,0,hole,0021,1,knob,105.88178771228756
0010,0,hole,0021,3,knob,86.87067702694944
0010,1,knob,0021,2,hole,52.38323846798051
0010,3,knob,0021,2,hole,29.28892544336428
0029,0,hole,0017,0,knob,23.636846657296346
0029,0,hole,0017,1,knob,6.134919024083719
0029,1,knob,0017,2,hole,30.73394665157406
0029,3,knob,0017,2,hole,22.12932854413626
0010,0,hole,0008,2,knob,14.960195369567735
